1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
0.267864,0,0
0.0651418,0,0
0.394342,0,0
0.511106,0,0
0.109464,0,0
0.276218,0,0
0.286712,0,0
0.740276,0,0
0.798567,0,0
0.634301,0,0
0.00596627,0,0
0.134277,0,0
0.16508,0,0
0.291242,0,0
0.10875,0,0
0.634874,0,0
0.0341935,0,0
0.179496,0,0
0.298241,0,0
0.77508,0,0
0.0280504,0,0
0.396554,0,0
0.678895,0,0
0.339082,0,0
0.238909,0,0
0.707665,0,0
0.968452,0,0
0.123871,0,0
0.439918,0,0
0.848808,0,0
0.0388599,0,0
0.707782,0,0
0.91395,0,0
0.433202,0,0
0.218889,0,0
0.023414,0,0
0.70942,0,0
0.505601,0,0
0.76369,0,0
0.507988,0,0
0.139901,0,0
0.769657,0,0
0.642265,0,0
0.304982,0,0
0.0608983,0,0
0.751014,0,0
0.939856,0,0
0.0950918,0,0
0.930511,0,0
0.238097,0,0
0.870172,0,0
0.958561,0,0
0.634651,0,0
0.549067,0,0
0.297643,0,0
0.87356,0,0
0.256732,0,0
0.266094,0,0
0.997431,0,0
0.69665,0,0
0.114902,0,0
0.0362908,0,0
0.404433,0,0
0.0288518,0,0
0.469493,0,0
0.623321,0,0
0.0522658,0,0
0.178913,0,0
0.128922,0,0
0.815956,0,0
0.686901,0,0
0.268823,0,0
0.585613,0,0
0.329165,0,0
0.573805,0,0
0.646511,0,0
0.0801799,0,0
0.513661,0,0
0.741603,0,0
0.0106905,0,0
0.751757,0,0
0.611775,0,0
0.969252,0,0
0.386408,0,0
0.160842,0,0
0.266894,0,0
0.259968,0,0
0.417574,0,0
0.532989,0,0
0.257399,0,0
0.114225,0,0
0.647891,0,0
0.29369,0,0
0.518657,0,0
0.676743,0,0
0.763183,0,0
0.141979,0,0
0.729009,0,0
0.942096,0,0
0.270901,0,0
0.544965,0,0
0.628997,0,0
0.539724,0,0
0.130577,0,0
0.958162,0,0
0.113529,0,0
0.777088,0,0
0.0383422,0,0
0.62719,0,0
0.518691,0,0
0.0490327,0,0
0.378947,0,0
0.130466,0,0
0.0182842,0,0
0.765355,0,0
0.291308,0,0
0.285179,0,0
0.0253235,0,0
0.708882,0,0
0.818167,0,0
0.282723,0,0
0.823107,0,0
0.466058,0,0
0.576413,0,0
0.341764,0,0
0.142801,0,0
0.339596,0,0
0.483743,0,0
0.87181,0,0
0.281692,0,0
0.754644,0,0
0.416775,0,0
0.910689,0,0
0.294367,0,0
0.547352,0,0
0.868851,0,0
0.407897,0,0
0.324441,0,0
0.907193,0,0
0.0350862,0,0
0.843132,0,0
0.956226,0,0
0.414033,0,0
0.973598,0,0
0.97451,0,0
0.179388,0,0
0.264906,0,0
0.259689,0,0
0.204712,0,0
0.973788,0,0
0.0778559,0,0
0.487435,0,0
0.796895,0,0
0.543914,0,0
0.0638477,0,0
0.138659,0,0
0.686716,0,0
0.403443,0,0
0.622402,0,0
0.558526,0,0
0.685135,0,0
0.377046,0,0
0.9753,0,0
0.595824,0,0
0.671413,0,0
0.522653,0,0
0.464675,0,0
0.0793099,0,0
0.847093,0,0
0.371868,0,0
0.114396,0,0
0.690225,0,0
0.328094,0,0
0.528429,0,0
0.663823,0,0
0.302604,0,0
0.707818,0,0
0.928728,0,0
0.562293,0,0
0.91253,0,0
0.902516,0,0
0.640149,0,0
0.399965,0,0
0.699411,0,0
0.184063,0,0
0.463812,0,0
0.838071,0,0
0.870778,0,0
0.867256,0,0
0.460473,0,0
0.429304,0,0
0.552391,0,0
0.837519,0,0
0.404604,0,0
0.148215,0,0
0.508932,0,0
0.927257,0,0
0.61289,0,0
0.588242,0,0
0.77435,0,0
0.984758,0,0
0.702638,0,0
0.464575,0,0
0.312852,0,0
0.231067,0,0
0.128398,0,0
0.615456,0,0
0.938885,0,0
0.0571262,0,0
0.177749,0,0
0.851415,0,0
0.959643,0,0
0.817897,0,0
0.25138,0,0
0.659054,0,0
0.00195988,0,0
0.715192,0,0
0.497125,0,0
0.872738,0,0
0.582447,0,0
0.957598,0,0
0.302042,0,0
0.134838,0,0
0.795116,0,0
0.706646,0,0
0.283053,0,0
0.304049,0,0
0.633903,0,0
0.895943,0,0
0.892291,0,0
0.408253,0,0
0.880701,0,0
0.594929,0,0
0.872828,0,0
0.193553,0,0
0.825996,0,0
0.00122565,0,0
0.809009,0,0
0.764882,0,0
0.0583518,0,0
0.986757,0,0
0.616297,0,0
0.0179943,0,0
0.804655,0,0
0.867676,0,0
0.677048,0,0
0.806614,0,0
0.582868,0,0
0.174173,0,0
0.679353,0,0
0.165315,0,0
0.13177,0,0
0.981395,0,0
0.300154,0,0
0.926887,0,0
0.688041,0,0
0.583207,0,0
0.230935,0,0
0.321944,0,0
0.47915,0,0
0.123226,0,0
0.730197,0,0
0.359851,0,0
0.718155,0,0
0.603025,0,0
0.553403,0,0
0.544151,0,0
0.60425,0,0
0.362412,0,0
0.309033,0,0
0.662602,0,0
0.34917,0,0
0.92533,0,0
0.680597,0,0
0.153824,0,0
0.793006,0,0
0.357645,0,0
0.960439,0,0
0.375874,0,0
0.531817,0,0
0.639792,0,0
0.541189,0,0
0.663588,0,0
0.621186,0,0
0.841343,0,0
0.590474,0,0
0.309227,0,0
0.424549,0,0
0.821409,0,0
0.631171,0,0
0.903699,0,0
0.944635,0,0
0.361368,0,0
0.263549,0,0
0.66279,0,0
0.964393,0,0
0.816953,0,0
0.206942,0,0
0.568643,0,0
0.179365,0,0
0.515975,0,0
0.231245,0,0
0.528535,0,0
0.441305,0,0
0.911842,0,0
0.68236,0,0
0.234311,0,0
0.269487,0,0
0.642798,0,0
0.610184,0,0
0.801304,0,0
0.28259,0,0
0.151373,0,0
0.464892,0,0
0.903776,0,0
0.992716,0,0
0.0553656,0,0
0.213003,0,0
0.417265,0,0
0.876775,0,0
0.844175,0,0
0.320964,0,0
0.82141,0,0
0.205543,0,0
0.584513,0,0
0.484201,0,0
0.169935,0,0
0.401466,0,0
0.691143,0,0
0.738579,0,0
0.580831,0,0
0.207117,0,0
0.969824,0,0
0.109366,0,0
0.648422,0,0
0.881666,0,0
0.791726,0,0
0.882733,0,0
0.151153,0,0
0.434524,0,0
0.492917,0,0
0.952457,0,0
0.717114,0,0
0.64429,0,0
0.417348,0,0
0.62089,0,0
0.637006,0,0
0.472714,0,0
0.833894,0,0
0.0542713,0,0
0.349489,0,0
0.678068,0,0
0.375235,0,0
0.170899,0,0
0.883611,0,0
0.959748,0,0
0.6551,0,0
0.053546,0,0
0.361214,0,0
0.346242,0,0
0.792125,0,0
0.942045,0,0
0.55336,0,0
0.761949,0,0
0.0514115,0,0
0.201782,0,0
0.643615,0,0
0.843137,0,0
0.0845144,0,0
0.794767,0,0
0.277661,0,0
0.577431,0,0
0.747224,0,0
0.994775,0,0
0.221722,0,0
0.164572,0,0
0.615665,0,0
0.858728,0,0
0.637286,0,0
0.449559,0,0
0.912999,0,0
0.986775,0,0
0.127627,0,0
0.288234,0,0
0.157674,0,0
0.0112377,0,0
0.247983,0,0
0.812773,0,0
0.0647837,0,0
0.609197,0,0
0.159016,0,0
0.856908,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
1.25,0,0
